2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Clark,7048 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",37
Clark,7048 - County,United States Senator,"VANDERBEEK, DAVID LORY",39
Clark,7048 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",47
Clark,7048 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",54
Clark,7048 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",65
Clark,7048 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",76
Clark,7048 - County,"District Court Judge, District 8, Department  4","Lee, Chris",81
Clark,7048 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",82
Clark,7048 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",130
Clark,7048 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",142
Clark,7048 - County,"Supreme Court Justice, Seat F",None Of These Candidates,151
Clark,7048 - County,"Supreme Court Justice, Seat C",None Of These Candidates,153
Clark,7048 - County,"Supreme Court Justice, Seat G",None Of These Candidates,155
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",221
Clark,7048 - County,CLARK COUNTY QUESTION NO. 2,Yes,263
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",285
Clark,7048 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",286
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",291
Clark,7048 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",291
Clark,7048 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",294
Clark,7048 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",298
Clark,7048 - County,"State Board of Education, District 1","Darby, Forrest",298
Clark,7048 - County,"State Senate, District 7","Marsh, Trish",301
Clark,7048 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",305
Clark,7048 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",307
Clark,7048 - County,United States Senator,"Heller, Dean",315
Clark,7048 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",318
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",324
Clark,7048 - County,President and Vice President of the United States,"Romney, Mitt",331
Clark,7048 - County,"University Board of Regents, District 12","Anderson, Andrea",333
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",337
Clark,7048 - County,State Question No. 1,No,360
Clark,7048 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",380
Clark,7048 - County,United States Senator,"Berkley, Shelley",414
Clark,7048 - County,State Question No. 1,Yes,423
Clark,7048 - County,"U.S. Representative in Congress, District 1","Titus, Dina",444
Clark,7048 - County,"State Senate, District 7","Parks, David",452
Clark,7048 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",462
Clark,7048 - County,President and Vice President of the United States,"Obama, Barack",477
Clark,7048 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",515
Clark,7048 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",518
Clark,7048 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",520
Clark,7048 - County,CLARK COUNTY QUESTION NO. 2,No,532
Clark,7048 - County,"State Assembly, District 18","Carrillo, Richard",593
Clark,7049 - County,President and Vice President of the United States,"GOODE, VIRGIL",4
Clark,7049 - County,President and Vice President of the United States,None Of These Candidates,4
Clark,7049 - County,President and Vice President of the United States,"JOHNSON, GARY",5
Clark,7049 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",15
Clark,7049 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",18
Clark,7049 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",21
Clark,7049 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",28
Clark,7049 - County,United States Senator,None Of These Candidates,28
Clark,7049 - County,United States Senator,"VANDERBEEK, DAVID LORY",29
Clark,7049 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",32
Clark,7049 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",34
Clark,7049 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",48
Clark,7049 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",50
Clark,7049 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",61
Clark,7049 - County,"District Court Judge, District 8, Department  4","Lee, Chris",83
Clark,7049 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",89
Clark,7049 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",114
Clark,7049 - County,"Supreme Court Justice, Seat F",None Of These Candidates,117
Clark,7049 - County,"Supreme Court Justice, Seat C",None Of These Candidates,123
Clark,7049 - County,"Supreme Court Justice, Seat G",None Of These Candidates,124
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",174
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",212
Clark,7049 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",212
Clark,7049 - County,"State Senate, District 7","Marsh, Trish",213
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",218
Clark,7049 - County,"State Board of Education, District 1","Darby, Forrest",220
Clark,7049 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",220
Clark,7049 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",226
Clark,7049 - County,CLARK COUNTY QUESTION NO. 2,Yes,230
Clark,7049 - County,United States Senator,"Heller, Dean",231
Clark,7049 - County,President and Vice President of the United States,"Romney, Mitt",232
Clark,7049 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",233
Clark,7049 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",236
Clark,7049 - County,"State Assembly, District 20","Mendoza, Eric",242
Clark,7049 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",247
Clark,7049 - County,State Question No. 1,No,248
Clark,7049 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",253
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",261
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",265
Clark,7049 - County,"University Board of Regents, District 12","Anderson, Andrea",275
Clark,7049 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",291
Clark,7049 - County,United States Senator,"Berkley, Shelley",312
Clark,7049 - County,"State Assembly, District 20","Spiegel, Ellen",326
Clark,7049 - County,State Question No. 1,Yes,334
Clark,7049 - County,"U.S. Representative in Congress, District 1","Titus, Dina",342
Clark,7049 - County,"State Senate, District 7","Parks, David",354
Clark,7049 - County,CLARK COUNTY QUESTION NO. 2,No,361
Clark,7049 - County,President and Vice President of the United States,"Obama, Barack",363
Clark,7049 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",382
Clark,7049 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",394
Clark,7049 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",394
Clark,7049 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",405
Clark,7050 - County,President and Vice President of the United States,"GOODE, VIRGIL",2
Clark,7050 - County,President and Vice President of the United States,None Of These Candidates,3
Clark,7050 - County,President and Vice President of the United States,"JOHNSON, GARY",7
Clark,7050 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",12
Clark,7050 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",18
Clark,7050 - County,United States Senator,"VANDERBEEK, DAVID LORY",21
Clark,7050 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",23
Clark,7050 - County,United States Senator,None Of These Candidates,27
Clark,7050 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",31
Clark,7050 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",34
Clark,7050 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",36
Clark,7050 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",58
Clark,7050 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",60
Clark,7050 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",74
Clark,7050 - County,"District Court Judge, District 8, Department  4","Lee, Chris",75
Clark,7050 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",97
Clark,7050 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",134
Clark,7050 - County,"Supreme Court Justice, Seat F",None Of These Candidates,144
Clark,7050 - County,"Supreme Court Justice, Seat C",None Of These Candidates,150
Clark,7050 - County,"Supreme Court Justice, Seat G",None Of These Candidates,153
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",224
Clark,7050 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",240
Clark,7050 - County,CLARK COUNTY QUESTION NO. 2,Yes,241
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",253
Clark,7050 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",254
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",257
Clark,7050 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",263
Clark,7050 - County,"University Board of Regents, District 12","Anderson, Andrea",277
Clark,7050 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",280
Clark,7050 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",282
Clark,7050 - County,"State Board of Education, District 1","Darby, Forrest",289
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",293
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",293
Clark,7050 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",296
Clark,7050 - County,State Question No. 1,No,299
Clark,7050 - County,"State Senate, District 7","Marsh, Trish",302
Clark,7050 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",305
Clark,7050 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",306
Clark,7050 - County,United States Senator,"Heller, Dean",315
Clark,7050 - County,"State Assembly, District 20","Mendoza, Eric",330
Clark,7050 - County,United States Senator,"Berkley, Shelley",331
Clark,7050 - County,President and Vice President of the United States,"Romney, Mitt",332
Clark,7050 - County,"State Assembly, District 20","Spiegel, Ellen",340
Clark,7050 - County,"U.S. Representative in Congress, District 1","Titus, Dina",355
Clark,7050 - County,"State Senate, District 7","Parks, David",360
Clark,7050 - County,President and Vice President of the United States,"Obama, Barack",361
Clark,7050 - County,State Question No. 1,Yes,377
Clark,7050 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",435
Clark,7050 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",441
Clark,7050 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",442
Clark,7050 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",445
Clark,7050 - County,CLARK COUNTY QUESTION NO. 2,No,449
Clark,7054 - County,President and Vice President of the United States,"GOODE, VIRGIL",2
Clark,7054 - County,President and Vice President of the United States,None Of These Candidates,9
Clark,7054 - County,President and Vice President of the United States,"JOHNSON, GARY",16
Clark,7054 - County,"U.S. Representative in Congress, District 3","Jones, Tom",27
Clark,7054 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",48
Clark,7054 - County,"U.S. Representative in Congress, District 3","Murphy, Jim",63
Clark,7054 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",67
Clark,7054 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",69
Clark,7054 - County,United States Senator,"VANDERBEEK, DAVID LORY",73
Clark,7054 - County,United States Senator,None Of These Candidates,74
Clark,7054 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",87
Clark,7054 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",98
Clark,7054 - County,"District Court Judge, District 8, Department  4","Lee, Chris",98
Clark,7054 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",134
Clark,7054 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",149
Clark,7054 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",192
Clark,7054 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",280
Clark,7054 - County,"State Board of Education, District 3","Klapproth, Ed",290
Clark,7054 - County,"Supreme Court Justice, Seat F",None Of These Candidates,304
Clark,7054 - County,"Supreme Court Justice, Seat G",None Of These Candidates,308
Clark,7054 - County,"Supreme Court Justice, Seat C",None Of These Candidates,325
Clark,7054 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",351
Clark,7054 - County,"State Senate, District 7","Marsh, Trish",377
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",382
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",383
Clark,7054 - County,United States Senator,"Heller, Dean",386
Clark,7054 - County,"U.S. Representative in Congress, District 3","Heck, Joe",390
Clark,7054 - County,President and Vice President of the United States,"Romney, Mitt",398
Clark,7054 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",419
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",419
Clark,7054 - County,State Question No. 1,No,419
Clark,7054 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",433
Clark,7054 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",496
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",529
Clark,7054 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",536
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",541
Clark,7054 - County,CLARK COUNTY QUESTION NO. 2,Yes,563
Clark,7054 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",564
Clark,7054 - County,"University Board of Regents, District 12","Anderson, Andrea",590
Clark,7054 - County,"State Board of Education, District 3","Serafin, Allison",632
Clark,7054 - County,CLARK COUNTY QUESTION NO. 2,No,663
Clark,7054 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",664
Clark,7054 - County,United States Senator,"Berkley, Shelley",718
Clark,7054 - County,"U.S. Representative in Congress, District 3","Oceguera, John",725
Clark,7054 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",770
Clark,7054 - County,State Question No. 1,Yes,777
Clark,7054 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",781
Clark,7054 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",792
Clark,7054 - County,"State Senate, District 7","Parks, David",799
Clark,7054 - County,President and Vice President of the United States,"Obama, Barack",852
Clark,7054 - County,"State Assembly, District 18","Carrillo, Richard",1009
Clark,7079 - County,President and Vice President of the United States,"GOODE, VIRGIL",1
Clark,7079 - County,President and Vice President of the United States,None Of These Candidates,4
Clark,7079 - County,President and Vice President of the United States,"JOHNSON, GARY",15
Clark,7079 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",20
Clark,7079 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",24
Clark,7079 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",36
Clark,7079 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",43
Clark,7079 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",44
Clark,7079 - County,United States Senator,"VANDERBEEK, DAVID LORY",44
Clark,7079 - County,United States Senator,None Of These Candidates,50
Clark,7079 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",53
Clark,7079 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",66
Clark,7079 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",70
Clark,7079 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",76
Clark,7079 - County,"District Court Judge, District 8, Department  4","Lee, Chris",106
Clark,7079 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",108
Clark,7079 - County,"State Assembly, District 16","Boarman, Ben",155
Clark,7079 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",172
Clark,7079 - County,United States Senator,"Heller, Dean",183
Clark,7079 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",184
Clark,7079 - County,President and Vice President of the United States,"Romney, Mitt",188
Clark,7079 - County,"Supreme Court Justice, Seat G",None Of These Candidates,212
Clark,7079 - County,"Supreme Court Justice, Seat C",None Of These Candidates,213
Clark,7079 - County,"Supreme Court Justice, Seat F",None Of These Candidates,222
Clark,7079 - County,State Question No. 1,No,242
Clark,7079 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",245
Clark,7079 - County,"State Board of Education, District 1","Darby, Forrest",250
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",253
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",266
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",276
Clark,7079 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",299
Clark,7079 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",303
Clark,7079 - County,CLARK COUNTY QUESTION NO. 2,Yes,313
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",331
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",359
Clark,7079 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",360
Clark,7079 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",360
Clark,7079 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",377
Clark,7079 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",417
Clark,7079 - County,CLARK COUNTY QUESTION NO. 2,No,433
Clark,7079 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",449
Clark,7079 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",449
Clark,7079 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",454
Clark,7079 - County,United States Senator,"Berkley, Shelley",493
Clark,7079 - County,State Question No. 1,Yes,501
Clark,7079 - County,"U.S. Representative in Congress, District 1","Titus, Dina",542
Clark,7079 - County,"State Assembly, District 16","Swank, Heidi",575
Clark,7079 - County,President and Vice President of the United States,"Obama, Barack",595
Clark,7097 - County,President and Vice President of the United States,"GOODE, VIRGIL",7
Clark,7097 - County,President and Vice President of the United States,None Of These Candidates,12
Clark,7097 - County,President and Vice President of the United States,"JOHNSON, GARY",15
Clark,7097 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",28
Clark,7097 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",30
Clark,7097 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",32
Clark,7097 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",41
Clark,7097 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",44
Clark,7097 - County,United States Senator,None Of These Candidates,47
Clark,7097 - County,United States Senator,"VANDERBEEK, DAVID LORY",54
Clark,7097 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",55
Clark,7097 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",60
Clark,7097 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",85
Clark,7097 - County,"District Court Judge, District 8, Department  4","Lee, Chris",92
Clark,7097 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",101
Clark,7097 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",111
Clark,7097 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",159
Clark,7097 - County,"Supreme Court Justice, Seat F",None Of These Candidates,214
Clark,7097 - County,"Supreme Court Justice, Seat G",None Of These Candidates,214
Clark,7097 - County,"Supreme Court Justice, Seat C",None Of These Candidates,216
Clark,7097 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",232
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",233
Clark,7097 - County,United States Senator,"Heller, Dean",239
Clark,7097 - County,President and Vice President of the United States,"Romney, Mitt",241
Clark,7097 - County,"State Senate, District 7","Marsh, Trish",242
Clark,7097 - County,"State Assembly, District 20","Mendoza, Eric",245
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",264
Clark,7097 - County,"State Board of Education, District 1","Darby, Forrest",269
Clark,7097 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",276
Clark,7097 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",286
Clark,7097 - County,State Question No. 1,No,286
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",293
Clark,7097 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",299
Clark,7097 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",314
Clark,7097 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",343
Clark,7097 - County,CLARK COUNTY QUESTION NO. 2,Yes,344
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",348
Clark,7097 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",353
Clark,7097 - County,"University Board of Regents, District 12","Anderson, Andrea",366
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",374
Clark,7097 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",389
Clark,7097 - County,CLARK COUNTY QUESTION NO. 2,No,451
Clark,7097 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",459
Clark,7097 - County,United States Senator,"Berkley, Shelley",474
Clark,7097 - County,State Question No. 1,Yes,494
Clark,7097 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",501
Clark,7097 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",509
Clark,7097 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",512
Clark,7097 - County,"U.S. Representative in Congress, District 1","Titus, Dina",519
Clark,7097 - County,"State Assembly, District 20","Spiegel, Ellen",540
Clark,7097 - County,"State Senate, District 7","Parks, David",544
Clark,7097 - County,President and Vice President of the United States,"Obama, Barack",565
Clark,7311 - County,President and Vice President of the United States,"GOODE, VIRGIL",0
Clark,7311 - County,President and Vice President of the United States,None Of These Candidates,1
Clark,7311 - County,President and Vice President of the United States,"JOHNSON, GARY",9
Clark,7311 - County,"U.S. Representative in Congress, District 3","Jones, Tom",9
Clark,7311 - County,United States Senator,"VANDERBEEK, DAVID LORY",18
Clark,7311 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",19
Clark,7311 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",26
Clark,7311 - County,"U.S. Representative in Congress, District 3","Murphy, Jim",27
Clark,7311 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",29
Clark,7311 - County,"District Court Judge, District 8, Department  4","Lee, Chris",33
Clark,7311 - County,United States Senator,None Of These Candidates,35
Clark,7311 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",41
Clark,7311 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",44
Clark,7311 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",52
Clark,7311 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",66
Clark,7311 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",72
Clark,7311 - County,"State Board of Education, District 3","Klapproth, Ed",110
Clark,7311 - County,"Supreme Court Justice, Seat G",None Of These Candidates,124
Clark,7311 - County,"Supreme Court Justice, Seat C",None Of These Candidates,126
Clark,7311 - County,"Supreme Court Justice, Seat F",None Of These Candidates,126
Clark,7311 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",128
Clark,7311 - County,"State Senate, District 7","Marsh, Trish",151
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",154
Clark,7311 - County,"State Assembly, District 20","Mendoza, Eric",155
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",156
Clark,7311 - County,United States Senator,"Heller, Dean",156
Clark,7311 - County,President and Vice President of the United States,"Romney, Mitt",159
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",161
Clark,7311 - County,"U.S. Representative in Congress, District 3","Heck, Joe",161
Clark,7311 - County,State Question No. 1,No,170
Clark,7311 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",176
Clark,7311 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",183
Clark,7311 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",201
Clark,7311 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",205
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",217
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",219
Clark,7311 - County,CLARK COUNTY QUESTION NO. 2,Yes,221
Clark,7311 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",226
Clark,7311 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",252
Clark,7311 - County,"State Board of Education, District 3","Serafin, Allison",263
Clark,7311 - County,CLARK COUNTY QUESTION NO. 2,No,280
Clark,7311 - County,United States Senator,"Berkley, Shelley",296
Clark,7311 - County,"U.S. Representative in Congress, District 3","Oceguera, John",305
Clark,7311 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",320
Clark,7311 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",320
Clark,7311 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",320
Clark,7311 - County,State Question No. 1,Yes,322
