2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Washoe,400500,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",252
Washoe,400500,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,273
Washoe,400700,"District Court Judge, District 2, Department  9","Dunlap, Cal",*
Washoe,400700,"District Court Judge, District 2, Department  9","Freeman, Scott N.",*
Washoe,400700,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",*
Washoe,400700,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",*
Washoe,400700,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",*
Washoe,400700,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",*
Washoe,400700,President and Vice President of the United States,"GOODE, VIRGIL",*
Washoe,400700,President and Vice President of the United States,"JOHNSON, GARY",*
Washoe,400700,President and Vice President of the United States,None Of These Candidates,*
Washoe,400700,President and Vice President of the United States,"Obama, Barack",*
Washoe,400700,President and Vice President of the United States,"Romney, Mitt",*
Washoe,400700,"RENO Councilmember, At Large","Schieve, Hillary",*
Washoe,400700,"RENO Councilmember, At Large","Ward, David",*
Washoe,400700,"RENO Councilmember, Ward 1","Brekhus, Jenny",*
Washoe,400700,"RENO Councilmember, Ward 1","Carter, Bernie",*
Washoe,400700,"RENO Councilmember, Ward 3","Delgado, Oscar",*
Washoe,400700,"RENO Councilmember, Ward 3","Young, Cliff J.",*
Washoe,400700,"RENO Councilmember, Ward 5","Jardon, Neoma",*
Washoe,400700,"RENO Councilmember, Ward 5","Jung, Kitty K.",*
Washoe,400700,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",*
Washoe,400700,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,*
Washoe,400700,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,*
Washoe,400700,"State Assembly, District 27","Benitez-Thompson, Teresa",*
Washoe,400700,"State Assembly, District 27","Taber, Tom",*
Washoe,400700,"State Board of Education, District 2","Clontz, Donna",*
Washoe,400700,"State Board of Education, District 2","Cook, Dave",*
Washoe,400700,State Question No. 1,No,*
Washoe,400700,State Question No. 1,Yes,*
Washoe,400700,"State Senate, District 15","Brower, Greg",*
Washoe,400700,"State Senate, District 15","Leslie, Sheila",*
Washoe,400700,"Supreme Court Justice, Seat C","Cherry, Michael A.",*
Washoe,400700,"Supreme Court Justice, Seat C",None Of These Candidates,*
Washoe,400700,"Supreme Court Justice, Seat F","Douglas, Michael L.",*
Washoe,400700,"Supreme Court Justice, Seat F",None Of These Candidates,*
Washoe,400700,"Supreme Court Justice, Seat G",None Of These Candidates,*
Washoe,400700,"Supreme Court Justice, Seat G","Saitta, Nancy M.",*
Washoe,400700,"U.S. Representative in Congress, District 2","Amodei, Mark E.",*
Washoe,400700,"U.S. Representative in Congress, District 2","Best, Russell",*
Washoe,400700,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",*
Washoe,400700,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",*
Washoe,400700,United States Senator,"Berkley, Shelley",*
Washoe,400700,United States Senator,"Heller, Dean",*
Washoe,400700,United States Senator,None Of These Candidates,*
Washoe,400700,United States Senator,"VANDERBEEK, DAVID LORY",*
Washoe,400700,WC-1: 2012 Public Safety Automatic Aid Advisory,No,*
Washoe,400700,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,*
Washoe,400700,WC-2: 2012 Public Services Funding Advisory,No,*
Washoe,400700,WC-2: 2012 Public Services Funding Advisory,Yes,*
Washoe,400800,"District Court Judge, District 2, Department  9","Dunlap, Cal",0
Washoe,400800,"District Court Judge, District 2, Department  9","Freeman, Scott N.",0
Washoe,400800,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",0
Washoe,400800,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",0
Washoe,400800,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",0
Washoe,400800,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",0
Washoe,400800,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,400800,President and Vice President of the United States,"JOHNSON, GARY",0
Washoe,400800,President and Vice President of the United States,None Of These Candidates,0
Washoe,400800,President and Vice President of the United States,"Obama, Barack",0
Washoe,400800,President and Vice President of the United States,"Romney, Mitt",0
Washoe,400800,"RENO Councilmember, At Large","Schieve, Hillary",0
Washoe,400800,"RENO Councilmember, At Large","Ward, David",0
Washoe,400800,"RENO Councilmember, Ward 1","Brekhus, Jenny",0
Washoe,400800,"RENO Councilmember, Ward 1","Carter, Bernie",0
Washoe,400800,"RENO Councilmember, Ward 3","Delgado, Oscar",0
Washoe,400800,"RENO Councilmember, Ward 3","Young, Cliff J.",0
Washoe,400800,"RENO Councilmember, Ward 5","Jardon, Neoma",0
Washoe,400800,"RENO Councilmember, Ward 5","Jung, Kitty K.",0
Washoe,400800,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",0
Washoe,400800,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,0
Washoe,400800,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,0
Washoe,400800,School Board Trustee Dst E,"Aiazzi, David L.",0
Washoe,400800,School Board Trustee Dst E,"Nicolet, Diane",0
Washoe,400800,"State Assembly, District 27","Benitez-Thompson, Teresa",0
Washoe,400800,"State Assembly, District 27","Taber, Tom",0
Washoe,400800,"State Board of Education, District 2","Clontz, Donna",0
Washoe,400800,"State Board of Education, District 2","Cook, Dave",0
Washoe,400800,State Question No. 1,No,0
Washoe,400800,State Question No. 1,Yes,0
Washoe,400800,"State Senate, District 15","Brower, Greg",0
Washoe,400800,"State Senate, District 15","Leslie, Sheila",0
Washoe,400800,"Supreme Court Justice, Seat C","Cherry, Michael A.",0
Washoe,400800,"Supreme Court Justice, Seat C",None Of These Candidates,0
Washoe,400800,"Supreme Court Justice, Seat F","Douglas, Michael L.",0
Washoe,400800,"Supreme Court Justice, Seat F",None Of These Candidates,0
Washoe,400800,"Supreme Court Justice, Seat G",None Of These Candidates,0
Washoe,400800,"Supreme Court Justice, Seat G","Saitta, Nancy M.",0
Washoe,400800,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Washoe,400800,"U.S. Representative in Congress, District 2","Best, Russell",0
Washoe,400800,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",0
Washoe,400800,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",0
Washoe,400800,United States Senator,"Berkley, Shelley",0
Washoe,400800,United States Senator,"Heller, Dean",0
Washoe,400800,United States Senator,None Of These Candidates,0
Washoe,400800,United States Senator,"VANDERBEEK, DAVID LORY",0
Washoe,400800,WC-1: 2012 Public Safety Automatic Aid Advisory,No,0
Washoe,400800,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,0
Washoe,400800,WC-2: 2012 Public Services Funding Advisory,No,0
Washoe,400800,WC-2: 2012 Public Services Funding Advisory,Yes,0
Washoe,400900,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,400900,President and Vice President of the United States,None Of These Candidates,2
Washoe,400900,President and Vice President of the United States,"JOHNSON, GARY",4
Washoe,400900,"U.S. Representative in Congress, District 2","Best, Russell",8
Washoe,400900,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",18
Washoe,400900,United States Senator,"VANDERBEEK, DAVID LORY",22
Washoe,400900,United States Senator,None Of These Candidates,23
Washoe,400900,WC-1: 2012 Public Safety Automatic Aid Advisory,No,43
Washoe,400900,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,64
Washoe,400900,"Supreme Court Justice, Seat F",None Of These Candidates,77
Washoe,400900,"Supreme Court Justice, Seat G",None Of These Candidates,81
Washoe,400900,"Supreme Court Justice, Seat C",None Of These Candidates,86
Washoe,400900,"RENO Councilmember, Ward 1","Carter, Bernie",122
Washoe,400900,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",123
Washoe,400900,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",124
Washoe,400900,"State Board of Education, District 2","Clontz, Donna",124
Washoe,400900,WC-2: 2012 Public Services Funding Advisory,Yes,129
Washoe,400900,"RENO Councilmember, At Large","Ward, David",130
Washoe,400900,"RENO Councilmember, Ward 3","Young, Cliff J.",135
Washoe,400900,"RENO Councilmember, Ward 5","Jung, Kitty K.",136
Washoe,400900,School Board Trustee Dst E,"Aiazzi, David L.",138
Washoe,400900,United States Senator,"Berkley, Shelley",138
Washoe,400900,"District Court Judge, District 2, Department  9","Dunlap, Cal",140
Washoe,400900,President and Vice President of the United States,"Romney, Mitt",141
Washoe,400900,State Question No. 1,No,143
Washoe,400900,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",146
Washoe,400900,"State Senate, District 15","Brower, Greg",151
Washoe,400900,United States Senator,"Heller, Dean",151
Washoe,400900,"U.S. Representative in Congress, District 2","Amodei, Mark E.",152
Washoe,400900,"State Assembly, District 27","Taber, Tom",153
Washoe,400900,School Board Trustee Dst E,"Nicolet, Diane",154
Washoe,400900,"RENO Councilmember, Ward 5","Jardon, Neoma",163
Washoe,400900,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",166
Washoe,400900,"RENO Councilmember, Ward 3","Delgado, Oscar",166
Washoe,400900,"State Board of Education, District 2","Cook, Dave",166
Washoe,400900,"District Court Judge, District 2, Department  9","Freeman, Scott N.",167
Washoe,400900,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",167
Washoe,400900,"RENO Councilmember, Ward 1","Brekhus, Jenny",168
Washoe,400900,"RENO Councilmember, At Large","Schieve, Hillary",170
Washoe,400900,"State Senate, District 15","Leslie, Sheila",171
Washoe,400900,"State Assembly, District 27","Benitez-Thompson, Teresa",174
Washoe,400900,State Question No. 1,Yes,179
Washoe,400900,President and Vice President of the United States,"Obama, Barack",191
Washoe,400900,WC-2: 2012 Public Services Funding Advisory,No,197
Washoe,400900,"Supreme Court Justice, Seat C","Cherry, Michael A.",221
Washoe,400900,"Supreme Court Justice, Seat G","Saitta, Nancy M.",221
Washoe,400900,"Supreme Court Justice, Seat F","Douglas, Michael L.",228
Washoe,400900,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,261
Washoe,400900,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",263
Washoe,400900,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,286
Washoe,401200,President and Vice President of the United States,"GOODE, VIRGIL",1
Washoe,401200,President and Vice President of the United States,None Of These Candidates,2
Washoe,401200,"U.S. Representative in Congress, District 2","Best, Russell",13
Washoe,401200,President and Vice President of the United States,"JOHNSON, GARY",17
Washoe,401200,United States Senator,"VANDERBEEK, DAVID LORY",24
Washoe,401200,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",26
Washoe,401200,United States Senator,None Of These Candidates,43
Washoe,401200,WC-1: 2012 Public Safety Automatic Aid Advisory,No,81
Washoe,401200,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,117
Washoe,401200,"Supreme Court Justice, Seat F",None Of These Candidates,126
Washoe,401200,"Supreme Court Justice, Seat C",None Of These Candidates,127
Washoe,401200,"Supreme Court Justice, Seat G",None Of These Candidates,134
Washoe,401200,"RENO Councilmember, Ward 1","Carter, Bernie",137
Washoe,401200,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",155
Washoe,401200,"RENO Councilmember, Ward 3","Young, Cliff J.",159
Washoe,401200,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",168
Washoe,401200,President and Vice President of the United States,"Romney, Mitt",187
Washoe,401200,"RENO Councilmember, At Large","Schieve, Hillary",192
Washoe,401200,School Board Trustee Dst E,"Aiazzi, David L.",193
Washoe,401200,"State Board of Education, District 2","Cook, Dave",195
Washoe,401200,"State Senate, District 15","Brower, Greg",199
Washoe,401200,"RENO Councilmember, Ward 5","Jardon, Neoma",201
Washoe,401200,State Question No. 1,No,201
Washoe,401200,"State Assembly, District 27","Taber, Tom",203
Washoe,401200,"U.S. Representative in Congress, District 2","Amodei, Mark E.",207
Washoe,401200,"District Court Judge, District 2, Department  9","Dunlap, Cal",212
Washoe,401200,United States Senator,"Heller, Dean",213
Washoe,401200,"State Board of Education, District 2","Clontz, Donna",216
Washoe,401200,WC-2: 2012 Public Services Funding Advisory,Yes,228
Washoe,401200,"RENO Councilmember, At Large","Ward, David",229
Washoe,401200,"RENO Councilmember, Ward 5","Jung, Kitty K.",232
Washoe,401200,School Board Trustee Dst E,"Nicolet, Diane",234
Washoe,401200,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",242
Washoe,401200,"District Court Judge, District 2, Department  9","Freeman, Scott N.",245
Washoe,401200,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",247
Washoe,401200,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",249
Washoe,401200,United States Senator,"Berkley, Shelley",252
Washoe,401200,"RENO Councilmember, Ward 3","Delgado, Oscar",262
Washoe,401200,"RENO Councilmember, Ward 1","Brekhus, Jenny",267
Washoe,401200,WC-2: 2012 Public Services Funding Advisory,No,275
Washoe,401200,"State Assembly, District 27","Benitez-Thompson, Teresa",288
Washoe,401200,State Question No. 1,Yes,290
Washoe,401200,"State Senate, District 15","Leslie, Sheila",305
Washoe,401200,"Supreme Court Justice, Seat G","Saitta, Nancy M.",328
Washoe,401200,President and Vice President of the United States,"Obama, Barack",332
Washoe,401200,"Supreme Court Justice, Seat C","Cherry, Michael A.",341
Washoe,401200,"Supreme Court Justice, Seat F","Douglas, Michael L.",348
Washoe,401200,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",381
Washoe,401200,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,384
Washoe,401200,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,431
Washoe,401400,President and Vice President of the United States,"GOODE, VIRGIL",3
Washoe,401400,President and Vice President of the United States,None Of These Candidates,3
Washoe,401400,President and Vice President of the United States,"JOHNSON, GARY",18
Washoe,401400,"U.S. Representative in Congress, District 2","Best, Russell",20
Washoe,401400,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",34
Washoe,401400,United States Senator,"VANDERBEEK, DAVID LORY",47
Washoe,401400,United States Senator,None Of These Candidates,57
Washoe,401400,WC-1: 2012 Public Safety Automatic Aid Advisory,No,117
Washoe,401400,"Supreme Court Justice, Seat F",None Of These Candidates,157
Washoe,401400,"Supreme Court Justice, Seat C",None Of These Candidates,160
Washoe,401400,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,163
Washoe,401400,"Supreme Court Justice, Seat G",None Of These Candidates,164
Washoe,401400,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",240
Washoe,401400,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",246
Washoe,401400,"RENO Councilmember, Ward 1","Carter, Bernie",259
Washoe,401400,"State Assembly, District 27","Taber, Tom",288
Washoe,401400,WC-2: 2012 Public Services Funding Advisory,Yes,291
Washoe,401400,"U.S. Representative in Congress, District 2","Amodei, Mark E.",300
Washoe,401400,"RENO Councilmember, At Large","Ward, David",301
Washoe,401400,"RENO Councilmember, Ward 3","Young, Cliff J.",301
Washoe,401400,United States Senator,"Heller, Dean",302
Washoe,401400,President and Vice President of the United States,"Romney, Mitt",303
Washoe,401400,"State Board of Education, District 2","Clontz, Donna",308
Washoe,401400,"State Senate, District 15","Brower, Greg",310
Washoe,401400,School Board Trustee Dst E,"Nicolet, Diane",314
Washoe,401400,"RENO Councilmember, Ward 5","Jardon, Neoma",316
Washoe,401400,"State Board of Education, District 2","Cook, Dave",320
Washoe,401400,"District Court Judge, District 2, Department  9","Freeman, Scott N.",326
Washoe,401400,School Board Trustee Dst E,"Aiazzi, David L.",329
Washoe,401400,"RENO Councilmember, Ward 3","Delgado, Oscar",333
Washoe,401400,"RENO Councilmember, At Large","Schieve, Hillary",335
Washoe,401400,"RENO Councilmember, Ward 5","Jung, Kitty K.",339
Washoe,401400,State Question No. 1,No,339
Washoe,401400,"District Court Judge, District 2, Department  9","Dunlap, Cal",354
Washoe,401400,United States Senator,"Berkley, Shelley",354
Washoe,401400,"RENO Councilmember, Ward 1","Brekhus, Jenny",358
Washoe,401400,State Question No. 1,Yes,366
Washoe,401400,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",367
Washoe,401400,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",383
Washoe,401400,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",384
Washoe,401400,"State Senate, District 15","Leslie, Sheila",418
Washoe,401400,"State Assembly, District 27","Benitez-Thompson, Teresa",427
Washoe,401400,WC-2: 2012 Public Services Funding Advisory,No,429
Washoe,401400,President and Vice President of the United States,"Obama, Barack",442
Washoe,401400,"Supreme Court Justice, Seat G","Saitta, Nancy M.",491
Washoe,401400,"Supreme Court Justice, Seat C","Cherry, Michael A.",506
Washoe,401400,"Supreme Court Justice, Seat F","Douglas, Michael L.",510
Washoe,401400,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,554
